ParkingSpaceId,ParkingMeterStatus,OccupancyStatus,OccupancyDateChanged
2529A,N,O,03/30/2022 21:06:21 PM
2529B,N,O,03/30/2022 21:06:21 PM
252A,N,O,03/30/2022 11:20:05 AM
252B,N,O,03/30/2022 11:20:05 AM
25302A,NU,V,01/03/2022 08:59:52 AM
25302B,N,O,03/30/2022 19:03:00 PM
25303A,N,O,03/30/2022 16:39:34 PM
25303B,N,O,03/30/2022 16:39:34 PM
25304A,N,O,03/30/2022 06:18:34 AM
25304B,N,O,03/30/2022 06:18:34 AM
25305A,N,O,03/30/2022 06:14:43 AM
25305B,N,O,03/30/2022 06:14:43 AM
25306A,N,O,03/30/2022 08:30:29 AM
25306B,N,O,03/30/2022 08:30:29 AM
25307A,N,O,03/30/2022 19:46:37 PM
25307B,N,O,03/30/2022 19:46:37 PM
25308A,N,O,03/30/2022 18:45:48 PM
25308B,N,O,03/30/2022 18:45:48 PM
25309A,N,O,03/30/2022 17:58:45 PM
25309B,N,O,03/30/2022 17:58:45 PM
2530A,N,O,03/30/2022 18:56:30 PM
2530B,N,O,03/30/2022 18:56:30 PM
25311A,N,O,03/30/2022 18:44:39 PM
25312A,N,O,03/30/2022 19:07:31 PM
25312B,N,O,03/30/2022 19:07:31 PM
25313B,N,O,03/30/2022 13:39:49 PM
25314A,N,O,03/30/2022 19:43:50 PM
25314B,N,O,03/30/2022 19:43:50 PM
25316A,N,O,03/30/2022 16:12:09 PM
25316B,N,O,03/30/2022 16:12:09 PM
25317B,N,O,03/30/2022 16:36:52 PM
25318A,N,O,03/30/2022 18:57:14 PM
25318B,N,O,03/30/2022 18:57:14 PM
25319B,N,O,03/30/2022 09:42:54 AM
2531A,N,O,03/30/2022 08:33:57 AM
2531B,N,O,03/30/2022 08:33:57 AM
25320A,N,O,03/30/2022 19:37:48 PM
25321A,N,O,03/30/2022 19:29:06 PM
25321B,N,O,03/30/2022 19:29:06 PM
25322A,N,O,03/30/2022 19:53:16 PM
25322B,N,O,03/30/2022 19:53:16 PM
25330A,N,O,03/30/2022 19:57:14 PM
25330B,N,O,03/30/2022 19:57:14 PM
25331A,N,O,03/30/2022 12:12:33 PM
25331B,N,O,03/30/2022 12:12:33 PM
25332A,N,O,03/30/2022 07:08:53 AM
25332B,N,O,03/30/2022 07:08:53 AM
25333A,N,O,03/30/2022 19:52:12 PM
25333B,N,O,03/30/2022 19:52:12 PM
25334A,N,V,03/30/2022 20:00:03 PM
25334B,N,O,03/30/2022 20:00:03 PM
25335A,N,O,03/30/2022 13:29:09 PM
25335B,N,O,03/30/2022 13:29:09 PM
25336B,N,O,03/30/2022 07:13:47 AM
25337A,N,O,03/30/2022 07:12:49 AM
25337B,N,O,03/30/2022 07:12:49 AM
25338A,N,O,03/30/2022 07:11:41 AM
25338B,N,O,03/30/2022 07:11:41 AM
25341A,N,O,03/30/2022 07:13:41 AM
25342A,N,O,03/30/2022 19:30:41 PM
25342B,N,O,03/30/2022 19:30:41 PM
25343A,N,O,03/30/2022 19:47:26 PM
25343B,N,O,03/30/2022 19:47:26 PM
25344B,N,O,03/30/2022 19:49:13 PM
25353A,N,O,03/30/2022 19:24:08 PM
25353B,N,O,03/30/2022 19:24:08 PM
25354A,N,O,03/30/2022 11:49:52 AM
25354B,N,O,03/30/2022 11:49:52 AM
25355A,N,V,03/30/2022 06:14:43 AM
25355B,N,O,03/30/2022 06:14:43 AM
25356A,N,O,03/30/2022 19:15:00 PM
25356B,N,O,03/30/2022 19:15:00 PM
25357A,N,O,03/30/2022 18:19:46 PM
25357B,N,O,03/30/2022 18:19:46 PM
25358B,N,O,03/30/2022 10:13:56 AM
25359A,N,O,03/30/2022 07:10:42 AM
25360A,N,O,03/30/2022 09:42:11 AM
25360B,N,O,03/30/2022 09:42:11 AM
25361A,N,O,03/30/2022 13:17:58 PM
25361B,N,O,03/30/2022 13:17:58 PM
25362A,N,O,03/30/2022 16:59:37 PM
25362B,N,O,03/30/2022 16:59:37 PM
25363A,N,O,03/30/2022 17:01:00 PM
25363B,N,O,03/30/2022 17:01:00 PM
25364A,N,O,03/30/2022 13:04:38 PM
25364B,N,O,03/30/2022 13:04:38 PM
25365A,N,O,03/30/2022 19:32:40 PM
25365B,N,O,03/30/2022 19:32:40 PM
25366A,N,O,03/30/2022 17:44:09 PM
2536A,N,O,03/30/2022 06:13:59 AM
2536B,N,O,03/30/2022 06:13:59 AM
25371A,N,O,03/30/2022 06:13:51 AM
25371B,N,O,03/30/2022 06:13:51 AM
25372A,N,O,03/30/2022 17:34:46 PM
25372B,N,O,03/30/2022 17:34:46 PM
25373A,N,O,03/30/2022 19:18:42 PM
25373B,N,O,03/30/2022 19:18:42 PM
25374A,N,O,03/30/2022 18:31:42 PM
25374B,N,O,03/30/2022 18:31:42 PM
25375A,N,O,03/30/2022 17:57:05 PM
25375B,N,O,03/30/2022 17:57:05 PM
25376A,N,O,03/30/2022 18:11:10 PM
25376B,N,O,03/30/2022 18:11:10 PM
2537A,N,O,03/30/2022 20:21:07 PM
2537B,N,O,03/30/2022 20:21:07 PM
25383A,N,V,03/30/2022 06:11:42 AM
25383B,N,O,03/30/2022 06:11:42 AM
25384B,N,O,03/30/2022 14:18:49 PM
25385A,N,O,03/30/2022 19:37:11 PM
25385B,N,O,03/30/2022 19:37:11 PM
25386A,N,O,03/30/2022 18:49:26 PM
25386B,N,O,03/30/2022 18:49:26 PM
25387A,N,O,03/30/2022 18:02:23 PM
25387B,N,O,03/30/2022 18:02:23 PM
25388A,N,O,03/30/2022 19:41:53 PM
25388B,N,O,03/30/2022 19:41:53 PM
25389A,N,O,03/30/2022 19:10:25 PM
25389B,N,O,03/30/2022 19:10:25 PM
2538A,N,O,03/30/2022 06:11:43 AM
2538B,N,O,03/30/2022 06:11:43 AM
25390A,N,O,03/30/2022 09:35:48 AM
25390B,N,O,03/30/2022 09:35:48 AM
25393A,NU,O,03/30/2022 12:03:22 PM
25393B,NU,O,03/30/2022 12:03:22 PM
25394B,N,O,03/30/2022 19:34:09 PM
25395A,N,O,03/30/2022 06:14:43 AM
25396A,N,O,03/30/2022 19:14:15 PM
25396B,N,O,03/30/2022 19:14:15 PM
25397B,N,O,03/30/2022 06:12:59 AM
25398A,N,O,03/30/2022 06:11:42 AM
25399A,N,O,03/30/2022 16:38:03 PM
25399B,N,O,03/30/2022 16:38:03 PM
2539A,N,O,03/30/2022 18:19:35 PM
2539B,N,O,03/30/2022 18:19:35 PM
253A,N,O,03/30/2022 19:32:34 PM
25400B,N,O,03/30/2022 06:14:43 AM
25401A,N,O,03/30/2022 12:20:56 PM
25401B,N,O,03/30/2022 12:20:56 PM
25402A,N,O,03/30/2022 18:40:56 PM
25402B,N,O,03/30/2022 18:40:56 PM
25403A,N,O,03/30/2022 16:21:07 PM
25403B,N,O,03/30/2022 16:21:07 PM
25404A,N,O,03/30/2022 18:31:16 PM
25404B,N,O,03/30/2022 18:31:16 PM
25405A,N,O,03/30/2022 19:41:04 PM
25405B,N,O,03/30/2022 19:41:04 PM
25406A,N,O,03/30/2022 17:59:16 PM
25406B,N,O,03/30/2022 17:59:16 PM
25407A,N,O,03/30/2022 19:56:03 PM
25407B,N,O,03/30/2022 19:56:03 PM
25408A,N,O,03/30/2022 17:27:51 PM
25408B,N,O,03/30/2022 17:27:51 PM
25409A,N,O,03/30/2022 17:27:02 PM
25409B,N,O,03/30/2022 17:27:02 PM
25410A,N,O,03/30/2022 19:18:57 PM
25410B,N,O,03/30/2022 19:18:57 PM
25411A,N,O,03/30/2022 16:48:30 PM
25411B,N,O,03/30/2022 16:48:30 PM
25412B,N,O,03/30/2022 16:22:39 PM
25413A,N,O,03/30/2022 17:23:21 PM
25413B,N,O,03/30/2022 17:23:21 PM
25414A,N,O,03/30/2022 18:39:09 PM
25414B,N,O,03/30/2022 18:39:09 PM
25415A,N,O,03/30/2022 19:26:36 PM
25415B,N,O,03/30/2022 19:26:36 PM
25416A,N,O,03/30/2022 19:36:45 PM
25416B,N,O,03/30/2022 19:36:45 PM
25417A,N,O,03/30/2022 17:55:50 PM
25417B,N,O,03/30/2022 17:55:50 PM
25418A,N,O,03/30/2022 19:09:40 PM
25418B,N,O,03/30/2022 19:09:40 PM
25419A,N,O,03/30/2022 17:35:07 PM
25419B,N,O,03/30/2022 17:35:07 PM
25420A,N,O,03/30/2022 19:54:21 PM
25420B,N,O,03/30/2022 19:54:21 PM
25421A,N,O,03/30/2022 17:49:24 PM
25421B,N,O,03/30/2022 17:49:24 PM
25422A,N,O,03/30/2022 06:12:42 AM
25422B,N,O,03/30/2022 06:12:42 AM
25423A,N,O,03/30/2022 17:40:39 PM
25423B,N,O,03/30/2022 17:40:39 PM
25424A,N,O,03/30/2022 16:02:49 PM
25424B,N,O,03/30/2022 16:02:49 PM
25425A,N,O,03/30/2022 18:54:37 PM
25425B,N,O,03/30/2022 18:54:37 PM
25426A,N,O,03/30/2022 18:02:55 PM
25426B,N,O,03/30/2022 18:02:55 PM
25427A,N,O,03/30/2022 19:23:55 PM
25427B,N,O,03/30/2022 19:23:55 PM
25428A,N,O,03/30/2022 17:36:45 PM
25428B,N,O,03/30/2022 17:36:45 PM
25429A,N,O,03/30/2022 19:52:35 PM
25429B,N,O,03/30/2022 19:52:35 PM
2542A,N,O,03/30/2022 17:39:23 PM
2542B,N,O,03/30/2022 17:39:23 PM
25430A,N,O,03/30/2022 17:15:00 PM
25430B,N,O,03/30/2022 17:15:00 PM
25431A,N,O,03/30/2022 19:04:15 PM
25431B,N,O,03/30/2022 19:04:15 PM
25432A,N,O,03/30/2022 17:39:09 PM
25432B,N,O,03/30/2022 17:39:09 PM
25433A,N,O,03/30/2022 17:36:52 PM
25433B,N,O,03/30/2022 17:36:52 PM
25434A,N,O,03/30/2022 18:22:31 PM
25434B,N,O,03/30/2022 18:22:31 PM
25435A,N,O,03/30/2022 17:33:54 PM
25435B,N,O,03/30/2022 17:33:54 PM
25436A,N,O,03/30/2022 16:35:15 PM
25436B,N,O,03/30/2022 16:35:15 PM
25437A,N,O,03/30/2022 16:41:03 PM
25437B,N,O,03/30/2022 16:41:03 PM
25438A,N,O,03/30/2022 13:28:13 PM
25438B,N,O,03/30/2022 13:28:13 PM
25439B,N,O,03/30/2022 06:10:42 AM
2543A,N,O,03/30/2022 18:51:35 PM
2543B,N,O,03/30/2022 18:51:35 PM
25443B,N,O,03/30/2022 19:37:58 PM
25444A,N,O,03/30/2022 19:11:05 PM
25444B,N,O,03/30/2022 19:11:05 PM
25445A,N,O,03/30/2022 19:53:11 PM
25445B,N,O,03/30/2022 19:53:11 PM
25446A,N,O,03/30/2022 18:23:07 PM
25446B,N,O,03/30/2022 18:23:07 PM
25447A,N,O,03/30/2022 18:32:21 PM
25447B,N,O,03/30/2022 18:32:21 PM
25448A,N,O,03/30/2022 18:06:04 PM
25448B,N,O,03/30/2022 18:06:04 PM
25449A,N,O,03/30/2022 17:25:59 PM
25449B,N,O,03/30/2022 17:25:59 PM
25450A,N,O,03/30/2022 16:37:48 PM
25450B,N,O,03/30/2022 16:37:48 PM
25451A,N,O,03/30/2022 15:49:46 PM
25451B,N,O,03/30/2022 15:49:46 PM
25452A,N,O,03/30/2022 14:07:36 PM
25452B,N,O,03/30/2022 14:07:36 PM
25453A,N,O,03/30/2022 16:27:11 PM
25453B,N,O,03/30/2022 16:27:11 PM
25454A,N,O,03/30/2022 16:53:12 PM
25454B,N,O,03/30/2022 16:53:12 PM
25455A,N,O,03/30/2022 15:49:38 PM
25455B,N,O,03/30/2022 15:49:38 PM
25456A,N,O,03/30/2022 13:48:14 PM
25456B,N,O,03/30/2022 13:48:14 PM
25457A,N,O,03/30/2022 06:12:42 AM
25457B,N,O,03/30/2022 06:12:42 AM
25458A,N,O,03/30/2022 08:55:04 AM
25458B,N,O,03/30/2022 08:55:04 AM
25459A,N,V,03/30/2022 06:10:40 AM
25459B,N,O,03/30/2022 06:10:40 AM
25460A,N,O,03/30/2022 06:15:02 AM
25460B,N,O,03/30/2022 06:15:02 AM
25461A,N,O,03/30/2022 08:22:42 AM
25461B,N,O,03/30/2022 08:22:42 AM
25462A,N,O,03/30/2022 16:19:23 PM
25462B,N,O,03/30/2022 16:19:23 PM
25463A,N,O,03/30/2022 17:35:00 PM
25463B,N,O,03/30/2022 17:35:00 PM
25464A,N,O,03/30/2022 17:02:26 PM
25464B,N,O,03/30/2022 17:02:26 PM
25465A,N,O,03/30/2022 16:42:45 PM
25465B,N,O,03/30/2022 16:42:45 PM
25466A,N,O,03/30/2022 12:32:37 PM
25466B,N,O,03/30/2022 12:32:37 PM
25467A,N,O,03/30/2022 16:19:14 PM
25467B,N,O,03/30/2022 16:19:14 PM
25468A,N,O,03/30/2022 13:29:16 PM
25468B,N,O,03/30/2022 13:29:16 PM
25469A,N,O,03/30/2022 06:10:42 AM
25469B,N,O,03/30/2022 06:10:42 AM
25470A,N,O,03/30/2022 14:47:04 PM
25470B,N,O,03/30/2022 14:47:04 PM
25471A,N,O,03/30/2022 15:29:27 PM
25471B,N,O,03/30/2022 15:29:27 PM
25472A,N,O,03/30/2022 06:12:42 AM
25473A,N,O,03/30/2022 11:04:10 AM
25473B,N,O,03/30/2022 11:04:10 AM
25474A,N,O,03/30/2022 06:10:49 AM
25474B,N,O,03/30/2022 06:10:49 AM
25475A,N,O,03/30/2022 17:27:52 PM
25475B,N,O,03/30/2022 17:27:52 PM
25476A,N,O,03/30/2022 15:20:00 PM
25476B,N,O,03/30/2022 15:20:00 PM
25477A,N,O,03/30/2022 19:58:46 PM
25477B,N,V,03/30/2022 19:58:46 PM
25478A,N,O,03/30/2022 19:55:37 PM
25478B,N,V,03/30/2022 19:55:37 PM
25479A,N,O,03/30/2022 19:52:58 PM
25479B,N,O,03/30/2022 19:52:58 PM
2547A,N,O,03/30/2022 06:12:42 AM
2547B,N,V,03/30/2022 06:12:42 AM
25480A,N,O,03/30/2022 06:14:42 AM
25480B,N,O,03/30/2022 06:14:42 AM
25481A,N,O,03/30/2022 13:35:36 PM
25481B,N,O,03/30/2022 13:35:36 PM
25482A,N,O,03/30/2022 14:42:16 PM
25482B,N,O,03/30/2022 14:42:16 PM
25483A,N,O,03/30/2022 17:28:16 PM
25483B,N,O,03/30/2022 17:28:16 PM
25484A,N,O,03/30/2022 06:25:07 AM
25484B,N,O,03/30/2022 06:25:07 AM
25485A,N,O,03/30/2022 18:20:00 PM
25485B,N,O,03/30/2022 18:20:00 PM
25486A,N,O,03/30/2022 06:14:09 AM
25486B,N,O,03/30/2022 06:14:09 AM
25487A,N,O,03/30/2022 19:24:35 PM
25487B,N,O,03/30/2022 19:24:35 PM
25488A,N,O,03/30/2022 13:06:52 PM
25488B,N,O,03/30/2022 13:06:52 PM
25489B,N,O,03/30/2022 07:57:34 AM
25490A,N,O,03/30/2022 06:14:42 AM
25491A,N,O,03/30/2022 16:09:05 PM
25491B,N,O,03/30/2022 16:09:05 PM
25492A,N,O,03/30/2022 13:11:04 PM
25492B,N,O,03/30/2022 13:11:04 PM
25493A,N,O,03/30/2022 06:11:51 AM
25493B,N,O,03/30/2022 06:11:51 AM
25494A,N,O,03/30/2022 17:10:19 PM
25494B,N,O,03/30/2022 17:10:19 PM
25495A,N,O,03/30/2022 19:57:31 PM
25495B,N,O,03/30/2022 19:57:31 PM
25496A,N,O,03/30/2022 06:13:42 AM
25496B,N,V,03/30/2022 06:13:42 AM
25497A,N,O,03/30/2022 17:12:35 PM
25497B,N,O,03/30/2022 17:12:35 PM
25499A,N,O,03/30/2022 06:10:42 AM
25499B,N,O,03/30/2022 06:10:42 AM
254A,N,O,03/30/2022 20:40:42 PM
254B,N,O,03/30/2022 20:40:42 PM
25500A,N,O,03/30/2022 14:29:30 PM
25500B,N,O,03/30/2022 14:29:30 PM
25501A,N,O,03/30/2022 16:22:50 PM
25501B,N,O,03/30/2022 16:22:50 PM
25502A,N,O,03/30/2022 06:12:43 AM
25502B,N,V,03/30/2022 06:12:43 AM
25503A,N,O,03/30/2022 06:12:13 AM
25503B,N,O,03/30/2022 06:12:13 AM
25504A,N,O,03/30/2022 06:10:43 AM
25504B,N,V,03/30/2022 06:10:43 AM
25505B,N,O,03/30/2022 06:14:42 AM
25506A,N,O,03/30/2022 19:45:29 PM
25506B,N,O,03/30/2022 19:45:29 PM
25507A,N,O,03/30/2022 18:00:36 PM
25507B,N,O,03/30/2022 18:00:36 PM
25508A,N,V,03/30/2022 19:47:57 PM
25508B,N,O,03/30/2022 19:47:57 PM
25509A,N,V,03/30/2022 18:25:33 PM
25509B,N,O,03/30/2022 18:25:33 PM
25510A,N,O,03/30/2022 17:41:54 PM
25510B,N,O,03/30/2022 17:41:54 PM
25511A,N,V,03/30/2022 18:24:42 PM
25511B,N,V,03/30/2022 18:24:42 PM
25512A,N,O,03/30/2022 19:54:23 PM
25512B,N,O,03/30/2022 19:54:23 PM
25513A,N,O,03/30/2022 16:40:18 PM
25513B,N,O,03/30/2022 16:40:18 PM
25514B,N,O,03/30/2022 06:10:42 AM
25515A,N,O,03/30/2022 19:09:21 PM
25515B,N,O,03/30/2022 19:09:21 PM
25516A,N,O,03/30/2022 19:23:06 PM
25516B,N,O,03/30/2022 19:23:06 PM
25517A,N,O,03/30/2022 17:14:15 PM
25517B,N,O,03/30/2022 17:14:15 PM
25518B,N,O,03/30/2022 17:14:13 PM
25519A,N,O,03/30/2022 18:33:33 PM
25519B,N,O,03/30/2022 18:33:33 PM
25520A,N,O,03/30/2022 14:10:21 PM
25520B,N,O,03/30/2022 14:10:21 PM
25521A,N,O,03/30/2022 16:38:48 PM
25521B,N,O,03/30/2022 16:38:48 PM
25522A,N,O,03/30/2022 18:00:29 PM
25522B,N,O,03/30/2022 18:00:29 PM
25523A,N,O,03/30/2022 18:43:22 PM
25523B,N,O,03/30/2022 18:43:22 PM
25524A,N,O,03/30/2022 18:43:16 PM
25524B,N,O,03/30/2022 18:43:16 PM
25525A,N,O,03/30/2022 18:30:43 PM
25525B,N,O,03/30/2022 18:30:43 PM
25528A,N,O,03/30/2022 18:18:11 PM
25528B,N,O,03/30/2022 18:18:11 PM
25529A,N,O,03/30/2022 19:42:10 PM
25529B,N,O,03/30/2022 19:42:10 PM
2552A,N,O,03/30/2022 06:12:51 AM
2552B,N,O,03/30/2022 06:12:51 AM
25530A,N,O,03/30/2022 19:59:55 PM
25530B,N,O,03/30/2022 19:59:55 PM
25531A,N,O,03/30/2022 17:30:54 PM
25531B,N,O,03/30/2022 17:30:54 PM
25532A,N,O,03/30/2022 17:22:47 PM
25532B,N,O,03/30/2022 17:22:47 PM
25533A,N,O,03/30/2022 18:13:40 PM
25533B,N,O,03/30/2022 18:13:40 PM
25534A,N,O,03/30/2022 18:24:11 PM
25534B,N,O,03/30/2022 18:24:11 PM
25535A,N,O,03/30/2022 18:20:13 PM
25535B,N,O,03/30/2022 18:20:13 PM
25536A,N,O,03/30/2022 19:52:10 PM
25536B,N,O,03/30/2022 19:52:10 PM
25537A,N,O,03/30/2022 17:07:51 PM
25537B,N,O,03/30/2022 17:07:51 PM
25538A,N,V,03/30/2022 06:11:45 AM
25538B,N,O,03/30/2022 06:11:45 AM
2553A,N,O,03/30/2022 12:29:46 PM
2553B,N,O,03/30/2022 12:29:46 PM
25540A,N,O,03/30/2022 17:29:53 PM
25540B,N,O,03/30/2022 17:29:53 PM
25541A,N,O,03/30/2022 19:44:16 PM
25541B,N,O,03/30/2022 19:44:16 PM
25542A,N,O,03/30/2022 17:45:22 PM
25543A,N,O,03/30/2022 19:58:53 PM
25543B,N,O,03/30/2022 19:58:53 PM
25544A,N,O,03/30/2022 19:57:58 PM
25544B,N,O,03/30/2022 19:57:58 PM
25545A,N,O,03/30/2022 17:44:06 PM
25545B,N,O,03/30/2022 17:44:06 PM
25546A,N,O,03/30/2022 19:59:49 PM
25546B,N,O,03/30/2022 19:59:49 PM
25547A,N,O,03/30/2022 18:57:34 PM
25547B,N,O,03/30/2022 18:57:34 PM
25548A,N,O,03/30/2022 17:34:30 PM
25549A,N,O,03/30/2022 15:52:04 PM
25549B,N,O,03/30/2022 15:52:04 PM
2554A,N,O,03/30/2022 17:06:26 PM
2554B,N,O,03/30/2022 17:06:26 PM
25550A,N,O,03/30/2022 17:07:03 PM
25550B,N,O,03/30/2022 17:07:03 PM
25551A,N,O,03/30/2022 13:26:23 PM
25551B,N,O,03/30/2022 13:26:23 PM
25552A,N,O,03/30/2022 18:27:18 PM
25552B,N,O,03/30/2022 18:27:18 PM
25553A,N,O,03/30/2022 19:00:46 PM
25553B,N,O,03/30/2022 19:00:46 PM
25554A,N,O,03/30/2022 17:48:06 PM
25555A,N,O,03/30/2022 19:11:50 PM
25555B,N,O,03/30/2022 19:11:50 PM
25556A,N,O,03/30/2022 11:53:03 AM
25556B,N,O,03/30/2022 11:53:03 AM
25557A,N,O,03/30/2022 17:47:56 PM
25557B,N,O,03/30/2022 17:47:56 PM
25558A,N,O,03/30/2022 18:56:46 PM
25558B,N,O,03/30/2022 18:56:46 PM
25559A,N,O,03/30/2022 19:47:34 PM
25559B,N,O,03/30/2022 19:47:34 PM
2555A,N,O,03/30/2022 18:20:53 PM
2555B,N,O,03/30/2022 18:20:53 PM
25560A,N,O,03/30/2022 19:25:16 PM
25560B,N,O,03/30/2022 19:25:16 PM
25561A,N,V,03/30/2022 19:55:10 PM
25561B,N,O,03/30/2022 19:55:10 PM
25562B,N,O,03/30/2022 06:12:42 AM
25563A,N,O,03/30/2022 18:42:03 PM
25563B,N,O,03/30/2022 18:42:03 PM
25564A,N,O,03/30/2022 19:55:39 PM
25564B,N,O,03/30/2022 19:55:39 PM
25565A,N,O,03/30/2022 15:33:59 PM
25565B,N,O,03/30/2022 15:33:59 PM
25566A,N,O,03/30/2022 19:22:39 PM
25566B,N,O,03/30/2022 19:22:39 PM
25567A,N,O,03/30/2022 18:38:48 PM
25567B,N,O,03/30/2022 18:38:48 PM
25568A,N,O,03/30/2022 17:43:07 PM
25568B,N,O,03/30/2022 17:43:07 PM
25569A,N,O,03/30/2022 14:35:55 PM
25569B,N,O,03/30/2022 14:35:55 PM
2556B,N,O,03/30/2022 06:13:41 AM
25570B,N,O,03/30/2022 18:54:58 PM
25571A,N,V,03/30/2022 19:54:10 PM
25571B,N,V,03/30/2022 19:54:10 PM
25572A,N,O,03/30/2022 19:55:12 PM
25572B,N,V,03/30/2022 19:55:12 PM
25573A,N,O,03/30/2022 18:29:07 PM
25573B,N,O,03/30/2022 18:29:07 PM
25574A,N,O,03/30/2022 16:51:08 PM
25574B,N,O,03/30/2022 16:51:08 PM
25575A,N,O,03/30/2022 17:55:40 PM
25575B,N,O,03/30/2022 17:55:40 PM
25576A,N,O,03/30/2022 17:50:35 PM
25576B,N,O,03/30/2022 17:50:35 PM
25577A,N,O,03/30/2022 18:52:18 PM
25577B,N,O,03/30/2022 18:52:18 PM
25578A,N,O,03/30/2022 18:08:54 PM
25578B,N,O,03/30/2022 18:08:54 PM
25579A,N,O,03/30/2022 18:48:58 PM
25579B,N,V,03/30/2022 18:48:58 PM
2557A,N,O,03/30/2022 06:12:49 AM
2557B,N,O,03/30/2022 06:12:49 AM
25580A,N,O,03/30/2022 15:20:19 PM
25580B,N,O,03/30/2022 15:20:19 PM
25581A,N,O,03/30/2022 18:55:27 PM
25581B,N,O,03/30/2022 18:55:27 PM
25582A,N,O,03/30/2022 19:20:25 PM
25582B,N,O,03/30/2022 19:20:25 PM
25583A,N,V,03/30/2022 19:59:49 PM
25583B,N,O,03/30/2022 19:59:49 PM
25584A,N,O,03/30/2022 19:32:26 PM
25584B,N,O,03/30/2022 19:32:26 PM
25585A,N,V,03/30/2022 19:09:17 PM
25585B,N,O,03/30/2022 19:09:17 PM
25586A,N,O,03/30/2022 15:51:51 PM
25586B,N,O,03/30/2022 15:51:51 PM
25587A,N,O,03/30/2022 19:59:04 PM
25587B,N,V,03/30/2022 19:59:04 PM
25588A,N,O,03/30/2022 19:11:11 PM
25588B,N,O,03/30/2022 19:11:11 PM
25589A,N,O,03/30/2022 19:15:56 PM
2558A,N,O,03/30/2022 18:15:04 PM
2558B,N,O,03/30/2022 18:15:04 PM
25590A,N,O,03/30/2022 19:28:06 PM
25590B,N,O,03/30/2022 19:28:06 PM
25591A,N,O,03/30/2022 19:26:08 PM
25591B,N,O,03/30/2022 19:26:08 PM
25592A,N,O,03/30/2022 18:51:49 PM
25592B,N,O,03/30/2022 18:51:49 PM
25593A,N,O,03/30/2022 18:43:36 PM
25593B,N,O,03/30/2022 18:43:36 PM
25594A,N,O,03/30/2022 17:57:58 PM
25595B,N,O,03/30/2022 17:30:31 PM
25596A,N,O,03/30/2022 18:29:27 PM
25596B,N,O,03/30/2022 18:29:27 PM
25597A,N,O,03/30/2022 19:37:06 PM
25597B,N,V,03/30/2022 19:37:06 PM
25598A,N,O,03/30/2022 19:34:02 PM
25598B,N,O,03/30/2022 19:34:02 PM
25599A,N,O,03/30/2022 18:33:31 PM
25599B,N,O,03/30/2022 18:33:31 PM
2559A,N,O,03/30/2022 06:11:44 AM
2559B,N,O,03/30/2022 06:11:44 AM
255A,N,V,03/30/2022 22:09:44 PM
255B,N,V,03/30/2022 22:09:44 PM
25600A,N,O,03/30/2022 19:58:21 PM
25600B,N,V,03/30/2022 19:58:21 PM
25601A,N,O,03/30/2022 19:59:37 PM
25601B,N,O,03/30/2022 19:59:37 PM
25602A,N,V,03/30/2022 19:43:56 PM
25602B,N,V,03/30/2022 19:43:56 PM
25603A,N,O,03/30/2022 19:57:18 PM
25603B,N,V,03/30/2022 19:57:18 PM
25604A,N,O,03/30/2022 19:41:09 PM
25604B,N,O,03/30/2022 19:41:09 PM
25605A,N,O,03/30/2022 17:31:10 PM
25605B,N,O,03/30/2022 17:31:10 PM
25606A,N,O,03/30/2022 18:32:21 PM
25607A,N,V,03/30/2022 19:59:35 PM
25607B,N,O,03/30/2022 19:59:35 PM
25608A,N,O,03/30/2022 19:51:17 PM
25608B,N,O,03/30/2022 19:51:17 PM
25609A,N,O,03/30/2022 19:59:58 PM
25609B,N,O,03/30/2022 19:59:58 PM
25610A,N,O,03/30/2022 18:27:15 PM
25610B,N,O,03/30/2022 18:27:15 PM
25611A,N,O,03/30/2022 19:07:30 PM
25612A,N,O,03/30/2022 19:44:05 PM
25612B,N,O,03/30/2022 19:44:05 PM
25613A,N,O,03/30/2022 16:39:35 PM
25614A,N,O,03/30/2022 18:30:53 PM
25614B,N,O,03/30/2022 18:30:53 PM
25615A,N,O,03/30/2022 19:28:10 PM
25615B,N,O,03/30/2022 19:28:10 PM
25616A,N,O,03/30/2022 19:38:47 PM
25616B,N,V,03/30/2022 19:38:47 PM
25617A,N,O,03/30/2022 06:12:49 AM
25618B,N,O,03/30/2022 18:08:12 PM
25619A,N,O,03/30/2022 15:47:29 PM
25619B,N,O,03/30/2022 15:47:29 PM
2561B,N,O,03/30/2022 19:27:42 PM
25620A,N,O,03/30/2022 15:41:16 PM
25620B,N,O,03/30/2022 15:41:16 PM
25621A,N,O,03/30/2022 06:13:42 AM
25621B,N,O,03/30/2022 06:13:42 AM
25622A,N,O,03/30/2022 06:13:01 AM
25622B,N,O,03/30/2022 06:13:01 AM
25623A,N,O,03/30/2022 19:51:16 PM
25623B,N,O,03/30/2022 19:51:16 PM
25624A,N,O,03/30/2022 19:49:07 PM
25624B,N,O,03/30/2022 19:49:07 PM
25625A,N,O,03/30/2022 06:14:55 AM
25625B,N,O,03/30/2022 06:14:55 AM
25626A,N,O,03/30/2022 15:13:28 PM
25626B,N,O,03/30/2022 15:13:28 PM
25627A,N,O,03/30/2022 13:50:36 PM
25627B,N,O,03/30/2022 13:50:36 PM
25628A,N,O,03/30/2022 19:21:05 PM
