ParkingSpaceId,ParkingMeterStatus,OccupancyStatus,OccupancyDateChanged
22411A,N,O,03/30/2022 19:03:26 PM
22411B,N,O,03/30/2022 19:03:26 PM
22412A,N,O,03/30/2022 18:44:38 PM
22412B,N,O,03/30/2022 18:44:38 PM
22414B,N,O,03/30/2022 16:26:59 PM
22415A,N,O,03/30/2022 18:37:50 PM
22415B,N,O,03/30/2022 18:37:50 PM
22416A,N,O,03/30/2022 12:39:13 PM
22416B,N,O,03/30/2022 12:39:13 PM
22417A,N,O,03/30/2022 17:14:14 PM
22417B,N,O,03/30/2022 17:14:14 PM
22418A,N,O,03/30/2022 18:52:41 PM
22418B,N,O,03/30/2022 18:52:41 PM
22419A,N,O,03/30/2022 18:26:21 PM
22419B,N,O,03/30/2022 18:26:21 PM
2241A,N,O,03/30/2022 20:31:34 PM
2241B,N,O,03/30/2022 20:31:34 PM
22420A,N,O,03/30/2022 18:53:03 PM
22420B,N,O,03/30/2022 18:53:03 PM
22421A,N,O,03/30/2022 19:13:29 PM
22421B,N,O,03/30/2022 19:13:29 PM
22422A,N,O,03/30/2022 18:47:47 PM
22422B,N,O,03/30/2022 18:47:47 PM
22423A,N,O,03/30/2022 16:07:37 PM
22423B,N,O,03/30/2022 16:07:37 PM
22424A,N,O,03/30/2022 07:33:40 AM
22424B,N,O,03/30/2022 07:33:40 AM
22425A,N,O,03/30/2022 19:13:19 PM
22425B,N,O,03/30/2022 19:13:19 PM
22426A,N,O,03/30/2022 19:30:55 PM
22426B,N,O,03/30/2022 19:30:55 PM
22427A,N,O,03/30/2022 20:00:00 PM
22427B,N,O,03/30/2022 20:00:00 PM
22428A,N,O,03/30/2022 08:39:24 AM
22428B,N,O,03/30/2022 08:39:24 AM
22429A,N,O,03/30/2022 14:53:37 PM
22429B,N,O,03/30/2022 14:53:37 PM
2242A,N,O,03/30/2022 19:26:21 PM
2242B,N,O,03/30/2022 19:26:21 PM
22430A,N,O,03/30/2022 18:19:31 PM
22430B,N,O,03/30/2022 18:19:31 PM
22431A,N,O,03/30/2022 14:28:06 PM
22431B,N,O,03/30/2022 14:28:06 PM
22432A,N,O,03/30/2022 19:58:36 PM
22432B,N,O,03/30/2022 19:58:36 PM
22433A,N,O,03/30/2022 17:15:13 PM
22433B,N,O,03/30/2022 17:15:13 PM
22434A,N,O,03/30/2022 14:00:38 PM
22435A,N,O,03/30/2022 06:14:45 AM
22436A,N,O,03/30/2022 16:10:53 PM
22436B,N,O,03/30/2022 16:10:53 PM
22437A,N,O,03/30/2022 19:52:40 PM
22437B,N,O,03/30/2022 19:52:40 PM
22442B,N,O,03/30/2022 17:20:14 PM
22443A,N,O,03/30/2022 16:27:36 PM
22443B,N,O,03/30/2022 16:27:36 PM
22444A,N,O,03/30/2022 16:55:03 PM
22444B,N,O,03/30/2022 16:55:03 PM
22445A,N,O,03/30/2022 17:14:59 PM
22445B,N,O,03/30/2022 17:14:59 PM
22446A,N,O,03/30/2022 17:12:48 PM
22446B,N,O,03/30/2022 17:12:48 PM
22447A,N,O,03/30/2022 14:06:38 PM
22447B,N,O,03/30/2022 14:06:38 PM
22448A,N,O,03/30/2022 18:55:39 PM
22448B,N,O,03/30/2022 18:55:39 PM
22449A,N,O,03/30/2022 19:46:02 PM
22449B,N,V,03/30/2022 19:46:02 PM
2244A,N,O,03/30/2022 06:10:42 AM
2244B,N,O,03/30/2022 06:10:42 AM
22450A,N,O,03/30/2022 18:55:29 PM
22450B,N,V,03/30/2022 18:55:29 PM
22451A,N,O,03/30/2022 18:21:25 PM
22451B,N,O,03/30/2022 18:21:25 PM
22452A,N,O,03/30/2022 17:41:35 PM
22452B,N,O,03/30/2022 17:41:35 PM
22453A,N,O,03/30/2022 19:44:50 PM
22453B,N,O,03/30/2022 19:44:50 PM
22454A,N,O,03/30/2022 19:53:29 PM
22454B,N,O,03/30/2022 19:53:29 PM
22455A,N,O,03/30/2022 19:50:11 PM
22455B,N,O,03/30/2022 19:50:11 PM
22456A,N,O,03/30/2022 17:04:32 PM
22456B,N,O,03/30/2022 17:04:32 PM
22457A,N,O,03/30/2022 18:47:38 PM
22457B,N,O,03/30/2022 18:47:38 PM
22458A,N,O,03/30/2022 18:32:34 PM
22458B,N,O,03/30/2022 18:32:34 PM
22459A,N,O,03/30/2022 18:35:27 PM
22459B,N,O,03/30/2022 18:35:27 PM
2245A,N,O,03/30/2022 18:39:08 PM
2245B,N,O,03/30/2022 18:39:08 PM
22460A,N,O,03/30/2022 17:53:45 PM
22460B,N,O,03/30/2022 17:53:45 PM
22461A,N,V,03/30/2022 19:52:42 PM
22461B,N,O,03/30/2022 19:52:42 PM
22462A,N,O,03/30/2022 19:26:41 PM
22462B,N,O,03/30/2022 19:26:41 PM
22463A,N,V,03/30/2022 19:49:32 PM
22463B,N,O,03/30/2022 19:49:32 PM
22464A,N,O,03/30/2022 19:59:47 PM
22464B,N,O,03/30/2022 19:59:47 PM
22465A,N,O,03/30/2022 19:33:27 PM
22465B,N,O,03/30/2022 19:33:27 PM
22466A,N,O,03/30/2022 17:19:34 PM
22466B,N,O,03/30/2022 17:19:34 PM
22467A,N,O,03/30/2022 18:03:04 PM
22467B,N,O,03/30/2022 18:03:04 PM
22468A,N,O,03/30/2022 19:25:40 PM
22468B,N,O,03/30/2022 19:25:40 PM
22469B,N,O,03/30/2022 17:33:43 PM
2246A,N,O,03/30/2022 10:45:35 AM
22470A,N,O,03/30/2022 19:50:35 PM
22470B,N,O,03/30/2022 19:50:35 PM
22471A,N,O,03/30/2022 18:44:50 PM
22471B,N,O,03/30/2022 18:44:50 PM
22472A,N,V,03/30/2022 19:58:58 PM
22472B,N,O,03/30/2022 19:58:58 PM
22473A,N,O,03/30/2022 19:20:27 PM
22473B,N,O,03/30/2022 19:20:27 PM
22474A,N,O,03/30/2022 19:50:50 PM
22474B,N,O,03/30/2022 19:50:50 PM
22475A,N,O,03/30/2022 19:40:55 PM
22475B,N,O,03/30/2022 19:40:55 PM
22476A,N,O,03/30/2022 19:50:52 PM
22476B,N,O,03/30/2022 19:50:52 PM
22477A,N,O,03/30/2022 19:54:37 PM
22477B,N,O,03/30/2022 19:54:37 PM
22478A,N,O,03/30/2022 19:15:18 PM
22478B,N,O,03/30/2022 19:15:18 PM
22479A,N,O,03/30/2022 19:40:25 PM
22479B,N,O,03/30/2022 19:40:25 PM
2247A,N,O,03/30/2022 17:45:05 PM
2247B,N,O,03/30/2022 17:45:05 PM
22480A,N,O,03/30/2022 19:56:51 PM
22480B,N,O,03/30/2022 19:56:51 PM
22481A,N,O,03/30/2022 19:39:29 PM
22481B,N,O,03/30/2022 19:39:29 PM
22482A,N,O,03/30/2022 19:59:10 PM
22482B,N,O,03/30/2022 19:59:10 PM
22483A,N,O,03/30/2022 19:41:46 PM
22483B,N,O,03/30/2022 19:41:46 PM
22484A,N,O,03/30/2022 19:50:47 PM
22484B,N,O,03/30/2022 19:50:47 PM
22485A,N,O,03/30/2022 19:27:49 PM
22485B,N,O,03/30/2022 19:27:49 PM
22486A,N,O,03/30/2022 18:43:37 PM
22486B,N,O,03/30/2022 18:43:37 PM
22487A,N,O,03/30/2022 17:49:17 PM
22487B,N,O,03/30/2022 17:49:17 PM
22488A,N,O,03/30/2022 19:47:21 PM
22488B,N,O,03/30/2022 19:47:21 PM
22489A,N,O,03/30/2022 16:08:43 PM
22489B,N,O,03/30/2022 16:08:43 PM
2248B,N,O,03/30/2022 06:11:45 AM
22490A,N,O,03/30/2022 19:52:02 PM
22490B,N,O,03/30/2022 19:52:02 PM
22491A,N,O,03/30/2022 18:10:16 PM
22491B,N,O,03/30/2022 18:10:16 PM
22492A,N,O,03/30/2022 19:56:56 PM
22492B,N,O,03/30/2022 19:56:56 PM
22493A,N,O,03/30/2022 18:30:48 PM
22493B,N,O,03/30/2022 18:30:48 PM
22494A,N,O,03/30/2022 19:44:40 PM
22494B,N,O,03/30/2022 19:44:40 PM
22495A,N,O,03/30/2022 19:45:49 PM
22495B,N,O,03/30/2022 19:45:49 PM
22496A,N,O,03/30/2022 19:47:50 PM
22496B,N,O,03/30/2022 19:47:50 PM
22497A,N,O,03/30/2022 19:57:44 PM
22497B,N,O,03/30/2022 19:57:44 PM
22498A,N,O,03/30/2022 18:24:51 PM
22498B,N,O,03/30/2022 18:24:51 PM
22499A,N,O,03/30/2022 19:19:21 PM
22499B,N,O,03/30/2022 19:19:21 PM
22500A,N,O,03/30/2022 19:53:54 PM
22500B,N,O,03/30/2022 19:53:54 PM
22501A,N,O,03/30/2022 19:55:44 PM
22501B,N,O,03/30/2022 19:55:44 PM
22502A,N,O,03/30/2022 19:03:46 PM
22502B,N,O,03/30/2022 19:03:46 PM
22503A,N,O,03/30/2022 19:34:31 PM
22503B,N,O,03/30/2022 19:34:31 PM
22504A,N,O,03/30/2022 18:00:36 PM
22504B,N,O,03/30/2022 18:00:36 PM
22505A,N,O,03/30/2022 17:37:41 PM
22505B,N,O,03/30/2022 17:37:41 PM
22506A,N,O,03/30/2022 17:27:43 PM
22506B,N,O,03/30/2022 17:27:43 PM
22507A,N,O,03/30/2022 17:18:10 PM
22507B,N,O,03/30/2022 17:18:10 PM
22508A,N,O,03/30/2022 18:18:53 PM
22508B,N,O,03/30/2022 18:18:53 PM
22509A,N,O,03/30/2022 17:56:35 PM
22509B,N,O,03/30/2022 17:56:35 PM
22510A,N,O,03/30/2022 17:22:31 PM
22510B,N,O,03/30/2022 17:22:31 PM
22511A,N,O,03/30/2022 17:48:03 PM
22511B,N,O,03/30/2022 17:48:03 PM
22512A,N,O,03/30/2022 19:06:53 PM
22512B,N,O,03/30/2022 19:06:53 PM
22513A,N,O,03/30/2022 19:02:30 PM
22513B,N,O,03/30/2022 19:02:30 PM
22514A,N,O,03/30/2022 17:58:05 PM
22514B,N,O,03/30/2022 17:58:05 PM
22515A,N,O,03/30/2022 18:26:30 PM
22515B,N,V,03/30/2022 18:26:30 PM
22516A,N,O,03/30/2022 19:00:47 PM
22516B,N,O,03/30/2022 19:00:47 PM
22517A,N,O,03/30/2022 18:52:07 PM
22517B,N,O,03/30/2022 18:52:07 PM
22518A,N,O,03/30/2022 18:35:47 PM
22518B,N,O,03/30/2022 18:35:47 PM
22519A,N,O,03/30/2022 18:53:10 PM
22519B,N,O,03/30/2022 18:53:10 PM
22520B,N,O,03/30/2022 17:16:30 PM
22521A,N,O,03/30/2022 14:07:51 PM
22522B,N,O,03/30/2022 07:51:25 AM
22523A,N,O,03/30/2022 17:29:27 PM
22523B,N,O,03/30/2022 17:29:27 PM
22524A,N,O,03/30/2022 18:28:11 PM
22524B,N,O,03/30/2022 18:28:11 PM
22525A,N,O,03/30/2022 19:58:11 PM
22525B,N,O,03/30/2022 19:58:11 PM
22526A,N,O,03/30/2022 19:48:07 PM
22526B,N,O,03/30/2022 19:48:07 PM
22531A,N,O,03/30/2022 19:24:17 PM
22531B,N,O,03/30/2022 19:24:17 PM
22532A,N,O,03/30/2022 19:18:45 PM
22532B,N,O,03/30/2022 19:18:45 PM
22533A,N,O,03/30/2022 17:29:49 PM
22533B,N,O,03/30/2022 17:29:49 PM
22534A,N,O,03/30/2022 19:32:26 PM
22535A,N,O,03/30/2022 19:40:40 PM
22535B,N,O,03/30/2022 19:40:40 PM
22537A,N,O,03/30/2022 19:58:50 PM
22537B,N,V,03/30/2022 19:58:50 PM
22538A,N,O,03/30/2022 16:56:42 PM
22538B,N,O,03/30/2022 16:56:42 PM
22539A,N,O,03/30/2022 18:13:23 PM
22539B,N,O,03/30/2022 18:13:23 PM
22540A,N,O,03/30/2022 19:03:03 PM
22540B,N,O,03/30/2022 19:03:03 PM
22541A,N,O,03/30/2022 17:14:48 PM
22541B,N,O,03/30/2022 17:14:48 PM
22542A,N,O,03/30/2022 18:47:59 PM
22542B,N,O,03/30/2022 18:47:59 PM
22543A,N,O,03/30/2022 19:26:43 PM
22543B,N,O,03/30/2022 19:26:43 PM
22544A,N,O,03/30/2022 19:27:07 PM
22544B,N,O,03/30/2022 19:27:07 PM
22545A,N,O,03/30/2022 18:49:19 PM
22545B,N,O,03/30/2022 18:49:19 PM
22546A,N,V,03/30/2022 17:00:41 PM
22546B,N,O,03/30/2022 17:00:41 PM
22547A,N,O,03/30/2022 16:07:56 PM
22547B,N,O,03/30/2022 16:07:56 PM
22548A,N,O,03/30/2022 18:44:38 PM
22548B,N,O,03/30/2022 18:44:38 PM
22549A,N,O,03/30/2022 16:52:58 PM
22550A,N,O,03/30/2022 18:45:29 PM
22550B,N,O,03/30/2022 18:45:29 PM
22551A,N,O,03/30/2022 19:06:53 PM
22551B,N,O,03/30/2022 19:06:53 PM
22552A,N,O,03/30/2022 19:08:04 PM
22552B,N,O,03/30/2022 19:08:04 PM
22553A,N,O,03/30/2022 18:01:11 PM
22553B,N,O,03/30/2022 18:01:11 PM
22554A,N,O,03/30/2022 19:19:04 PM
22554B,N,O,03/30/2022 19:19:04 PM
22555A,N,O,03/30/2022 18:40:48 PM
22555B,N,O,03/30/2022 18:40:48 PM
22556A,N,O,03/30/2022 09:11:43 AM
22556B,N,O,03/30/2022 09:11:43 AM
22557B,N,O,03/30/2022 08:49:29 AM
22558A,N,O,03/30/2022 17:53:30 PM
22558B,N,O,03/30/2022 17:53:30 PM
22559A,N,O,03/30/2022 18:22:51 PM
22559B,N,O,03/30/2022 18:22:51 PM
22560A,N,O,03/30/2022 18:49:29 PM
22560B,N,O,03/30/2022 18:49:29 PM
22561A,N,O,03/30/2022 19:55:05 PM
22561B,N,O,03/30/2022 19:55:05 PM
22562A,N,O,03/30/2022 19:44:27 PM
22562B,N,O,03/30/2022 19:44:27 PM
22563A,N,O,03/30/2022 19:42:31 PM
22563B,N,O,03/30/2022 19:42:31 PM
22564A,N,O,03/30/2022 18:55:26 PM
22564B,N,O,03/30/2022 18:55:26 PM
22565A,N,O,03/30/2022 18:56:00 PM
22565B,N,O,03/30/2022 18:56:00 PM
22567A,N,V,03/30/2022 17:14:16 PM
22567B,N,V,03/30/2022 17:14:16 PM
22568A,N,V,03/30/2022 19:56:29 PM
22568B,N,O,03/30/2022 19:56:29 PM
22569B,N,O,03/30/2022 19:25:35 PM
22579A,N,O,03/30/2022 15:20:26 PM
22580A,N,O,03/30/2022 18:03:08 PM
22581A,N,O,03/30/2022 18:39:37 PM
22581B,N,O,03/30/2022 18:39:37 PM
22582A,N,O,03/30/2022 16:02:56 PM
22583A,N,O,03/30/2022 17:11:36 PM
22583B,N,O,03/30/2022 17:11:36 PM
22584A,N,O,03/30/2022 06:10:43 AM
22586B,N,O,03/30/2022 06:13:42 AM
22587A,N,O,03/30/2022 19:46:46 PM
22587B,N,O,03/30/2022 19:46:46 PM
22588A,N,O,03/30/2022 15:33:16 PM
22588B,N,O,03/30/2022 15:33:16 PM
22589A,N,O,03/30/2022 18:55:53 PM
22589B,N,O,03/30/2022 18:55:53 PM
22590A,N,V,03/30/2022 19:59:37 PM
22590B,N,O,03/30/2022 19:59:37 PM
22591A,N,O,03/30/2022 19:59:49 PM
22591B,N,O,03/30/2022 19:59:49 PM
22592A,N,O,03/30/2022 16:49:02 PM
22604A,N,O,03/30/2022 19:14:38 PM
22604B,N,O,03/30/2022 19:14:38 PM
22605A,N,O,03/30/2022 18:36:48 PM
22605B,N,O,03/30/2022 18:36:48 PM
22606A,N,O,03/30/2022 19:43:44 PM
22607A,N,O,03/30/2022 19:38:42 PM
22607B,N,O,03/30/2022 19:38:42 PM
22608A,N,O,03/30/2022 19:43:38 PM
22608B,N,V,03/30/2022 19:43:38 PM
22609A,N,O,03/30/2022 15:04:47 PM
22610B,N,V,03/30/2022 17:05:27 PM
22611A,N,O,03/30/2022 09:44:53 AM
22611B,N,O,03/30/2022 09:44:53 AM
22612A,N,O,03/30/2022 15:25:44 PM
22612B,N,O,03/30/2022 15:25:44 PM
22614A,N,O,03/30/2022 18:48:25 PM
22614B,N,O,03/30/2022 18:48:25 PM
22615A,N,V,03/30/2022 19:59:41 PM
22615B,N,V,03/30/2022 19:59:41 PM
22616A,N,O,03/30/2022 18:49:41 PM
22616B,N,V,03/30/2022 18:49:41 PM
22617A,N,O,03/30/2022 18:26:19 PM
22617B,N,O,03/30/2022 18:26:19 PM
22618A,N,O,03/30/2022 15:14:47 PM
22618B,N,O,03/30/2022 15:14:47 PM
22619A,N,O,03/30/2022 16:34:55 PM
22619B,N,O,03/30/2022 16:34:55 PM
22620A,N,O,03/30/2022 18:58:10 PM
22620B,N,O,03/30/2022 18:58:10 PM
22621A,N,O,03/30/2022 19:29:17 PM
22621B,N,O,03/30/2022 19:29:17 PM
22622A,N,V,03/30/2022 19:43:44 PM
22622B,N,O,03/30/2022 19:43:44 PM
22623A,N,O,03/30/2022 19:03:00 PM
22623B,N,O,03/30/2022 19:03:00 PM
22624A,N,O,03/30/2022 18:59:04 PM
22624B,N,O,03/30/2022 18:59:04 PM
22625A,N,O,03/30/2022 18:25:11 PM
22625B,N,O,03/30/2022 18:25:11 PM
22626A,N,O,03/30/2022 18:20:31 PM
22626B,N,O,03/30/2022 18:20:31 PM
22627A,N,O,03/30/2022 17:34:36 PM
22627B,N,V,03/30/2022 17:34:36 PM
22628A,N,O,03/30/2022 19:26:54 PM
22628B,N,O,03/30/2022 19:26:54 PM
22629A,N,O,03/30/2022 18:16:02 PM
22629B,N,O,03/30/2022 18:16:02 PM
22630A,N,O,03/30/2022 18:29:19 PM
22630B,N,O,03/30/2022 18:29:19 PM
22631A,N,O,03/30/2022 18:31:46 PM
22631B,N,O,03/30/2022 18:31:46 PM
22632A,N,O,03/30/2022 16:19:51 PM
22632B,N,O,03/30/2022 16:19:51 PM
22633A,N,O,03/30/2022 18:17:59 PM
22633B,N,O,03/30/2022 18:17:59 PM
22634A,N,O,03/30/2022 09:56:19 AM
22634B,N,O,03/30/2022 09:56:19 AM
22635A,N,O,03/30/2022 16:15:35 PM
22635B,N,O,03/30/2022 16:15:35 PM
22636A,N,O,03/30/2022 16:14:47 PM
22636B,N,O,03/30/2022 16:14:47 PM
22637A,N,O,03/30/2022 15:55:33 PM
22637B,N,O,03/30/2022 15:55:33 PM
22638A,N,O,03/30/2022 12:04:57 PM
22638B,N,O,03/30/2022 12:04:57 PM
22639A,N,O,03/30/2022 06:10:42 AM
22639B,N,O,03/30/2022 06:10:42 AM
22640A,N,V,03/30/2022 06:14:42 AM
22640B,N,O,03/30/2022 06:14:42 AM
22641A,N,O,03/30/2022 06:14:22 AM
22641B,N,O,03/30/2022 06:14:22 AM
22642A,N,O,03/30/2022 09:49:56 AM
22642B,N,O,03/30/2022 09:49:56 AM
22643A,N,O,03/30/2022 16:28:14 PM
22643B,N,O,03/30/2022 16:28:14 PM
22650A,N,O,03/30/2022 18:43:13 PM
22650B,N,O,03/30/2022 18:43:13 PM
22651A,N,O,03/30/2022 11:23:33 AM
22651B,N,O,03/30/2022 11:23:33 AM
22656B,N,O,03/30/2022 06:13:42 AM
22657A,N,O,03/30/2022 18:03:48 PM
22657B,N,O,03/30/2022 18:03:48 PM
22658A,N,O,03/30/2022 18:23:29 PM
22658B,N,O,03/30/2022 18:23:29 PM
22659A,N,O,03/30/2022 13:15:58 PM
22659B,N,O,03/30/2022 13:15:58 PM
22660A,N,O,03/30/2022 15:07:36 PM
22660B,N,O,03/30/2022 15:07:36 PM
22661A,N,O,03/30/2022 19:51:17 PM
22661B,N,O,03/30/2022 19:51:17 PM
22662A,N,O,03/30/2022 19:31:52 PM
22662B,N,O,03/30/2022 19:31:52 PM
22663A,N,O,03/30/2022 18:34:17 PM
22663B,N,O,03/30/2022 18:34:17 PM
22664A,N,O,03/30/2022 18:32:28 PM
22664B,N,O,03/30/2022 18:32:28 PM
22665A,N,O,03/30/2022 18:56:02 PM
22666A,N,O,03/30/2022 19:56:23 PM
22667A,N,O,03/30/2022 06:12:49 AM
22667B,N,O,03/30/2022 06:12:49 AM
22668A,N,O,03/30/2022 06:11:46 AM
22668B,N,V,03/30/2022 06:11:46 AM
22669A,N,O,03/30/2022 11:01:38 AM
22669B,N,O,03/30/2022 11:01:38 AM
22670A,N,O,03/30/2022 19:12:19 PM
22670B,N,O,03/30/2022 19:12:19 PM
22671A,N,O,03/30/2022 09:38:16 AM
22671B,N,O,03/30/2022 09:38:16 AM
22672A,N,O,03/30/2022 15:14:47 PM
22672B,N,O,03/30/2022 15:14:47 PM
22673A,N,O,03/30/2022 16:50:39 PM
22673B,N,O,03/30/2022 16:50:39 PM
22674A,N,O,03/30/2022 14:36:55 PM
22674B,N,O,03/30/2022 14:36:55 PM
22675A,N,O,03/30/2022 15:00:27 PM
22675B,N,O,03/30/2022 15:00:27 PM
22676A,N,O,03/30/2022 10:11:15 AM
22676B,N,O,03/30/2022 10:11:15 AM
22677A,N,O,03/30/2022 06:14:16 AM
22678B,N,O,03/30/2022 08:04:19 AM
22679A,N,O,03/30/2022 17:50:41 PM
22679B,N,O,03/30/2022 17:50:41 PM
22680A,N,O,03/30/2022 18:03:15 PM
22681A,N,O,03/30/2022 18:03:06 PM
22681B,N,O,03/30/2022 18:03:06 PM
22682A,N,O,03/30/2022 09:30:59 AM
22682B,N,O,03/30/2022 09:30:59 AM
22683A,N,O,03/30/2022 18:00:21 PM
22683B,N,O,03/30/2022 18:00:21 PM
22684A,N,O,03/30/2022 17:40:16 PM
22684B,N,O,03/30/2022 17:40:16 PM
22685A,N,O,03/30/2022 17:59:19 PM
22685B,N,O,03/30/2022 17:59:19 PM
22686A,N,O,03/30/2022 07:06:46 AM
22686B,N,O,03/30/2022 07:06:46 AM
22687A,N,O,03/30/2022 17:32:35 PM
22687B,N,O,03/30/2022 17:32:35 PM
22688A,N,O,03/30/2022 18:28:13 PM
22688B,N,O,03/30/2022 18:28:13 PM
22689A,N,O,03/30/2022 19:09:52 PM
22689B,N,O,03/30/2022 19:09:52 PM
22690A,N,O,03/30/2022 18:47:56 PM
22690B,N,O,03/30/2022 18:47:56 PM
22691A,N,O,03/30/2022 19:27:57 PM
22691B,N,O,03/30/2022 19:27:57 PM
22692A,N,O,03/30/2022 17:31:04 PM
22692B,N,O,03/30/2022 17:31:04 PM
22693A,N,O,03/30/2022 19:53:38 PM
22693B,N,O,03/30/2022 19:53:38 PM
22694A,N,O,03/30/2022 15:52:27 PM
22695A,N,O,03/30/2022 16:51:44 PM
22695B,N,O,03/30/2022 16:51:44 PM
22696A,N,O,03/30/2022 17:26:44 PM
22696B,N,O,03/30/2022 17:26:44 PM
22697A,N,O,03/30/2022 19:56:46 PM
22697B,N,O,03/30/2022 19:56:46 PM
22698A,N,O,03/30/2022 19:55:37 PM
22698B,N,O,03/30/2022 19:55:37 PM
22699A,N,O,03/30/2022 18:01:18 PM
22699B,N,O,03/30/2022 18:01:18 PM
22700A,N,O,03/30/2022 18:08:51 PM
22700B,N,O,03/30/2022 18:08:51 PM
22703A,N,O,03/30/2022 18:00:35 PM
22703B,N,O,03/30/2022 18:00:35 PM
22704A,N,O,03/30/2022 19:42:29 PM
22704B,N,O,03/30/2022 19:42:29 PM
22710A,N,O,03/30/2022 18:05:25 PM
22710B,N,O,03/30/2022 18:05:25 PM
22711A,N,O,03/30/2022 16:16:19 PM
22711B,N,O,03/30/2022 16:16:19 PM
22712A,N,O,03/30/2022 19:29:24 PM
22712B,N,O,03/30/2022 19:29:24 PM
22713A,N,O,03/30/2022 06:11:57 AM
22714B,N,O,03/30/2022 18:25:54 PM
22715A,N,O,03/30/2022 19:02:51 PM
22715B,N,O,03/30/2022 19:02:51 PM
22721A,N,O,03/30/2022 17:48:55 PM
22721B,N,O,03/30/2022 17:48:55 PM
22722A,N,O,03/30/2022 17:33:19 PM
22722B,N,O,03/30/2022 17:33:19 PM
22723A,N,O,03/30/2022 14:01:00 PM
22723B,N,O,03/30/2022 14:01:00 PM
22724A,N,O,03/30/2022 17:30:20 PM
22724B,N,O,03/30/2022 17:30:20 PM
22725A,N,O,03/30/2022 15:39:48 PM
22725B,N,O,03/30/2022 15:39:48 PM
22726B,N,O,03/30/2022 15:57:59 PM
22730A,N,O,03/30/2022 19:06:34 PM
22730B,N,O,03/30/2022 19:06:34 PM
22731A,N,O,03/30/2022 18:55:01 PM
22731B,N,O,03/30/2022 18:55:01 PM
22732A,N,O,03/30/2022 19:22:38 PM
22732B,N,O,03/30/2022 19:22:38 PM
22733A,N,O,03/30/2022 19:09:59 PM
22733B,N,O,03/30/2022 19:09:59 PM
22734A,N,O,03/30/2022 12:41:41 PM
22734B,N,O,03/30/2022 12:41:41 PM
22735A,N,O,03/30/2022 18:55:14 PM
22735B,N,O,03/30/2022 18:55:14 PM
22736A,N,O,03/30/2022 17:24:49 PM
22736B,N,O,03/30/2022 17:24:49 PM
22737A,N,O,03/30/2022 18:37:49 PM
22737B,N,O,03/30/2022 18:37:49 PM
22740A,N,O,03/30/2022 18:04:04 PM
22740B,N,O,03/30/2022 18:04:04 PM
22741A,N,O,03/30/2022 17:09:51 PM
22741B,N,O,03/30/2022 17:09:51 PM
22742A,N,O,03/30/2022 19:23:18 PM
22742B,N,O,03/30/2022 19:23:18 PM
22743A,N,O,03/30/2022 10:42:42 AM
22743B,N,O,03/30/2022 10:42:42 AM
22744A,N,O,03/30/2022 18:21:05 PM
22744B,N,O,03/30/2022 18:21:05 PM
22745A,N,O,03/30/2022 19:00:28 PM
22745B,N,O,03/30/2022 19:00:28 PM
22746A,N,O,03/30/2022 18:20:39 PM
22746B,N,O,03/30/2022 18:20:39 PM
22747A,N,O,03/30/2022 17:17:07 PM
22747B,N,O,03/30/2022 17:17:07 PM
22748A,N,O,03/30/2022 13:53:02 PM
22748B,N,O,03/30/2022 13:53:02 PM
22749A,N,O,03/30/2022 14:04:45 PM
22749B,N,O,03/30/2022 14:04:45 PM
22750A,N,O,03/30/2022 16:06:40 PM
22750B,N,O,03/30/2022 16:06:40 PM
22751A,N,O,03/30/2022 18:00:09 PM
22751B,N,O,03/30/2022 18:00:09 PM
22752A,N,O,03/30/2022 19:01:39 PM
22752B,N,O,03/30/2022 19:01:39 PM
22753A,N,O,03/30/2022 17:48:35 PM
22753B,N,O,03/30/2022 17:48:35 PM
22754A,N,O,03/30/2022 08:29:05 AM
22754B,N,O,03/30/2022 08:29:05 AM
2276A,N,O,03/30/2022 22:45:18 PM
2276B,N,O,03/30/2022 22:45:18 PM
2277A,N,V,03/30/2022 23:18:26 PM
2277B,N,V,03/30/2022 23:18:26 PM
2278A,N,O,03/30/2022 22:46:24 PM
2278B,N,O,03/30/2022 22:46:24 PM
2279A,N,O,03/30/2022 22:59:53 PM
2279B,N,O,03/30/2022 22:59:53 PM
2282A,N,O,03/30/2022 20:51:23 PM
2282B,N,O,03/30/2022 20:51:23 PM
2283A,N,O,03/30/2022 22:20:17 PM
2283B,N,O,03/30/2022 22:20:17 PM
2284A,N,O,03/30/2022 22:39:49 PM
2284B,N,O,03/30/2022 22:39:49 PM
2285A,N,V,03/30/2022 19:34:41 PM
2285B,N,O,03/30/2022 19:34:41 PM
2286A,N,O,03/30/2022 22:19:57 PM
2286B,N,O,03/30/2022 22:19:57 PM
2287A,N,O,03/30/2022 19:48:30 PM
2287B,N,O,03/30/2022 19:48:30 PM
2288A,N,O,03/30/2022 20:33:58 PM
2288B,N,O,03/30/2022 20:33:58 PM
2289A,N,O,03/30/2022 16:56:22 PM
2289B,N,O,03/30/2022 16:56:22 PM
2290A,N,O,03/30/2022 19:29:08 PM
2290B,N,O,03/30/2022 19:29:08 PM
2291A,N,O,03/30/2022 23:08:57 PM
2291B,N,O,03/30/2022 23:08:57 PM
2292A,N,O,03/30/2022 20:48:21 PM
2292B,N,O,03/30/2022 20:48:21 PM
2293A,N,O,03/30/2022 17:38:29 PM
2293B,N,O,03/30/2022 17:38:29 PM
